eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude,Source
B063077A,1977,6,30,2,46,3,-69.53,-19.4,106.0,5.4,0,GCMT_000311
B070277A,1977,7,2,0,55,9,160.54,-9.95,16.0,5.7,0,GCMT_000312
B070277B,1977,7,2,5,9,5,-70.79,-25.87,32.0,5.4,0,GCMT_000313
B070377A,1977,7,3,14,39,14,126.44,1.44,51.0,5.9,0,GCMT_000314
B070477A,1977,7,4,8,32,21,-118.51,-52.94,33.0,5.3,0,GCMT_000315
B070677B,1977,7,6,4,42,23,-82.65,5.28,33.0,5.4,0,GCMT_000316
B070677A,1977,7,6,11,28,31,-178.57,-21.07,594.0,5.8,0,GCMT_000317
B070877B,1977,7,8,6,23,2,39.63,10.94,38.0,5.0,0,GCMT_000318
B070877A,1977,7,8,8,48,4,154.58,-5.81,127.0,5.8,0,GCMT_000319
B070977A,1977,7,9,16,44,9,-175.1,-22.46,33.0,5.5,0,GCMT_000320
B071077B,1977,7,10,0,15,58,49.68,-37.93,33.0,5.4,0,GCMT_000321
B071077A,1977,7,10,1,42,36,-27.56,-56.12,122.0,6.1,0,GCMT_000322
B071077C,1977,7,10,2,37,14,168.41,-19.13,12.0,5.5,0,GCMT_000323
B071077D,1977,7,10,4,20,25,-179.29,-21.82,582.0,5.3,0,GCMT_000324
B071077E,1977,7,10,5,11,40,-179.25,-21.92,607.0,5.4,0,GCMT_000325
B071077F,1977,7,10,19,49,45,131.05,-6.3,33.0,5.7,0,GCMT_000326
B071177A,1977,7,11,9,38,32,176.31,51.41,13.0,5.1,0,GCMT_000327
B071177B,1977,7,11,22,39,52,134.96,0.51,33.0,5.6,0,GCMT_000328
B071377A,1977,7,13,8,9,15,67.45,29.88,10.0,5.1,0,GCMT_000329
B071477A,1977,7,14,5,49,8,63.68,40.32,33.0,5.5,0,GCMT_000330
B071577A,1977,7,15,2,12,54,122.21,24.05,33.0,5.5,0,GCMT_000331
B071577B,1977,7,15,4,46,8,-112.3,-29.39,33.0,5.2,0,GCMT_000332
B071777A,1977,7,17,10,26,19,168.22,-62.89,33.0,5.6,0,GCMT_000333
B071877A,1977,7,18,14,22,52,70.31,35.53,69.0,5.2,0,GCMT_000334
B072077A,1977,7,20,13,24,25,-161.6,54.61,53.0,5.3,0,GCMT_000335
B072177C,1977,7,21,2,11,28,147.57,-5.85,107.0,5.4,0,GCMT_000336
C072177A,1977,7,21,11,53,22,158.6,-53.86,33.0,6.4,0,GCMT_000337
C072177B,1977,7,21,13,45,54,122.36,16.88,33.0,6.1,0,GCMT_000338
B072277A,1977,7,22,17,16,40,-179.72,-33.8,31.0,6.0,0,GCMT_000339
B072377A,1977,7,23,6,57,3,83.39,42.2,33.0,5.1,0,GCMT_000340
C072477A,1977,7,24,6,22,51,-173.15,-15.34,33.0,6.0,0,GCMT_000341
B072477B,1977,7,24,19,55,36,144.72,19.5,409.0,5.4,0,GCMT_000342
B072777A,1977,7,27,17,17,5,142.95,21.65,302.0,5.1,0,GCMT_000343
B072877B,1977,7,28,1,47,32,-14.04,-1.15,33.0,5.3,0,GCMT_000344
C072877A,1977,7,28,15,22,18,-128.97,44.24,15.0,5.1,0,GCMT_000345
B072977B,1977,7,29,9,14,8,75.17,38.19,102.0,5.2,0,GCMT_000346
C072977A,1977,7,29,11,15,45,155.54,-8.03,33.0,6.4,0,GCMT_000347
B080177A,1977,8,1,13,32,48,169.62,-20.49,108.0,5.5,0,GCMT_000348
B080177B,1977,8,1,19,11,57,-178.21,-20.04,599.0,5.3,0,GCMT_000349
B080477A,1977,8,4,1,11,11,-27.79,-56.01,112.0,6.1,0,GCMT_000350
B080677A,1977,8,6,11,26,12,155.83,-7.08,83.0,5.4,0,GCMT_000351
B080777A,1977,8,7,1,45,9,166.3,-12.37,36.0,5.2,0,GCMT_000352
B080777B,1977,8,7,7,8,5,-82.75,8.55,33.0,5.2,0,GCMT_000353
B080877A,1977,8,8,7,0,6,-77.78,6.93,33.0,5.2,0,GCMT_000354
B080877B,1977,8,8,12,58,45,161.33,-10.57,32.0,5.8,0,GCMT_000355
B080877C,1977,8,8,22,20,51,-179.39,-23.81,436.0,5.2,0,GCMT_000356
B081077A,1977,8,10,7,7,26,107.64,-8.17,52.0,5.7,0,GCMT_000357
B081077B,1977,8,10,18,27,9,-178.45,-20.73,585.0,5.4,0,GCMT_000358
C081177A,1977,8,11,1,42,47,-174.37,-17.56,57.0,6.3,0,GCMT_000359
B081277A,1977,8,12,0,7,51,155.01,-6.53,58.0,5.9,0,GCMT_000360
B081277B,1977,8,12,21,45,37,148.28,-9.24,33.0,5.5,0,GCMT_000361
B081477A,1977,8,14,4,22,49,-62.37,10.97,112.0,4.9,0,GCMT_000362
B081477B,1977,8,14,21,38,51,107.57,-7.76,33.0,5.7,0,GCMT_000363
B081577A,1977,8,15,20,23,44,-84.29,2.85,23.0,5.2,0,GCMT_000364
B081577B,1977,8,15,21,10,32,16.98,38.85,54.0,5.0,0,GCMT_000365
B081777A,1977,8,17,10,41,41,42.85,-40.87,33.0,5.1,0,GCMT_000366
B081877A,1977,8,18,9,27,40,23.4,35.23,42.0,5.2,0,GCMT_000367
B081877B,1977,8,18,11,59,41,153.71,46.63,33.0,5.7,0,GCMT_000368
B081977A,1977,8,19,5,8,41,118.39,-11.15,33.0,6.1,0,GCMT_000369
L081977B,1977,8,19,6,8,55,118.46,-11.08,33.0,7.0,0,GCMT_000370
B081977C,1977,8,19,20,20,18,119.15,-10.93,33.0,5.8,0,GCMT_000371
B081977D,1977,8,19,21,35,3,119.23,-10.89,33.0,5.8,0,GCMT_000372
B082077A,1977,8,20,2,46,11,-86.85,16.61,14.0,5.3,0,GCMT_000373
B082077B,1977,8,20,3,51,54,-86.61,16.7,36.0,5.6,0,GCMT_000374
B082077C,1977,8,20,9,21,50,119.13,-11.11,33.0,5.7,0,GCMT_000375
C082077D,1977,8,20,19,16,32,119.14,-11.04,33.0,6.0,0,GCMT_000376
B082177A,1977,8,21,2,12,25,119.01,-11.16,33.0,5.4,0,GCMT_000377
B082177B,1977,8,21,5,19,34,141.12,35.24,42.0,5.5,0,GCMT_000378
B082177C,1977,8,21,19,35,5,-177.91,-29.97,59.0,5.7,0,GCMT_000379
B082177D,1977,8,21,20,29,41,119.22,-10.86,33.0,5.6,0,GCMT_000380
B082377A,1977,8,23,3,12,51,-68.23,-21.32,99.0,5.2,0,GCMT_000381
B082377B,1977,8,23,10,24,12,117.66,-11.39,33.0,5.7,0,GCMT_000382
B082377C,1977,8,23,23,6,13,118.22,-11.33,33.0,5.4,0,GCMT_000383
B082577A,1977,8,25,7,35,33,-177.34,-14.95,33.0,5.1,0,GCMT_000384
C082577B,1977,8,25,18,5,10,119.27,-10.74,33.0,6.1,0,GCMT_000385
B082677B,1977,8,26,8,26,37,119.3,-10.67,33.0,5.6,0,GCMT_000386
C082677A,1977,8,26,19,50,1,-20.51,-59.43,33.0,6.3,0,GCMT_000387
C082777A,1977,8,27,7,12,22,125.3,-8.06,25.0,6.4,0,GCMT_000388
B082877A,1977,8,28,9,45,14,8.21,38.21,10.0,5.1,0,GCMT_000389
B082877B,1977,8,28,14,11,30,-177.15,-29.06,44.0,5.5,0,GCMT_000390
B082877C,1977,8,28,20,10,5,146.23,-1.08,33.0,5.2,0,GCMT_000391
B082977A,1977,8,29,12,32,39,-21.3,-59.5,33.0,5.2,0,GCMT_000392
C082977B,1977,8,29,14,23,40,119.87,17.44,12.0,6.0,0,GCMT_000393
B083077A,1977,8,30,15,12,27,-173.79,51.38,33.0,5.4,0,GCMT_000394
C083177A,1977,8,31,0,42,5,-76.3,7.34,33.0,5.7,0,GCMT_000395
B090177A,1977,9,1,13,13,43,117.47,-11.74,33.0,5.6,0,GCMT_000396
B090277A,1977,9,2,5,41,45,126.41,26.41,97.0,5.6,0,GCMT_000397
B090277B,1977,9,2,10,36,28,119.15,-11.04,33.0,6.0,0,GCMT_000398
B090377A,1977,9,3,11,56,18,-173.24,-15.29,18.0,5.4,0,GCMT_000399
B090377B,1977,9,3,22,33,7,-87.53,12.54,79.0,5.3,0,GCMT_000400
C090477A,1977,9,4,8,48,39,166.71,-13.68,33.0,6.0,0,GCMT_000401
B090477B,1977,9,4,15,40,57,178.39,51.21,34.0,5.6,0,GCMT_000402
B090477C,1977,9,4,17,10,30,178.27,51.1,31.0,5.5,0,GCMT_000403
M090477D,1977,9,4,17,24,42,177.95,51.14,8.0,5.8,0,GCMT_000404
B090477E,1977,9,4,23,20,44,178.25,51.18,41.0,5.5,0,GCMT_000405
B090577A,1977,9,5,11,16,59,118.26,-11.13,33.0,5.7,0,GCMT_000406
B090677A,1977,9,6,4,33,27,161.05,-10.35,61.0,5.5,0,GCMT_000407
B090677B,1977,9,6,5,0,39,126.45,1.59,64.0,5.5,0,GCMT_000408
B090677C,1977,9,6,8,52,29,143.09,-6.07,33.0,5.4,0,GCMT_000409
B090777A,1977,9,7,1,19,23,119.51,-11.1,33.0,5.5,0,GCMT_000410
B090777B,1977,9,7,4,53,0,127.5,-1.6,59.0,5.6,0,GCMT_000411
B090877A,1977,9,8,11,19,16,77.5,-33.91,33.0,5.1,0,GCMT_000412
B090977A,1977,9,9,2,34,59,131.36,42.98,499.0,4.9,0,GCMT_000413
B091077B,1977,9,10,10,21,11,-91.68,13.95,78.0,5.6,0,GCMT_000414
B091077A,1977,9,10,13,39,1,107.09,-6.57,105.0,5.9,0,GCMT_000415
B091177B,1977,9,11,5,7,29,150.29,-59.63,33.0,5.4,0,GCMT_000416
B091177C,1977,9,11,14,8,4,-173.21,-15.39,33.0,5.4,0,GCMT_000417
B091177A,1977,9,11,23,19,23,23.03,35.05,33.0,5.8,0,GCMT_000418
B091277A,1977,9,12,14,18,6,-14.69,-12.78,21.0,5.3,0,GCMT_000419
B091277B,1977,9,12,22,39,58,-25.93,-59.44,33.0,5.3,0,GCMT_000420
B091377A,1977,9,13,0,21,52,-173.29,-15.45,33.0,5.7,0,GCMT_000421
B091477A,1977,9,14,14,51,3,-25.66,-56.38,38.0,5.9,0,GCMT_000422
B091677A,1977,9,16,23,48,8,12.97,46.27,25.0,5.1,0,GCMT_000423
B091777A,1977,9,17,5,23,30,143.13,11.77,33.0,6.0,0,GCMT_000424
B091877A,1977,9,18,9,46,10,166.75,-13.58,73.0,5.5,0,GCMT_000425
B091977A,1977,9,19,5,13,9,126.63,-1.98,33.0,5.9,0,GCMT_000426
B091977B,1977,9,19,12,49,46,178.03,-16.37,22.0,5.5,0,GCMT_000427
B091977C,1977,9,19,14,17,54,-177.99,-27.8,206.0,5.1,0,GCMT_000428
B092077A,1977,9,20,16,23,13,-68.33,-23.35,114.0,5.3,0,GCMT_000429
B092177B,1977,9,21,9,27,59,-175.23,-23.5,15.0,5.5,0,GCMT_000430
B092177C,1977,9,21,13,15,57,-109.15,20.03,33.0,5.7,0,GCMT_000431
B092177A,1977,9,21,21,1,44,155.21,51.75,231.0,5.6,0,GCMT_000432
B092377B,1977,9,23,5,57,55,118.22,-11.21,33.0,6.0,0,GCMT_000433
B092377A,1977,9,23,20,45,56,128.83,-5.76,309.0,5.5,0,GCMT_000434
B092577A,1977,9,25,16,15,5,-179.45,-21.83,606.0,5.4,0,GCMT_000435
B092577B,1977,9,25,18,31,39,117.25,-11.3,33.0,5.6,0,GCMT_000436
B092677A,1977,9,26,4,56,57,150.59,-60.04,33.0,5.3,0,GCMT_000437
B093077A,1977,9,30,7,10,25,-85.83,11.25,66.0,5.2,0,GCMT_000438
B093077B,1977,9,30,21,22,57,-172.93,-16.04,33.0,5.4,0,GCMT_000439
B100177A,1977,10,1,12,52,31,117.5,-10.08,33.0,5.6,0,GCMT_000440
B100277A,1977,10,2,13,2,57,121.57,11.57,33.0,5.4,0,GCMT_000441
B100477A,1977,10,4,13,44,52,-62.31,10.41,21.0,5.1,0,GCMT_000442
B100477B,1977,10,4,15,38,56,139.74,36.09,66.0,5.4,0,GCMT_000443
B100577B,1977,10,5,4,34,9,-70.74,-28.25,52.0,5.4,0,GCMT_000444
B100577C,1977,10,5,5,34,46,33.41,40.96,33.0,5.3,0,GCMT_000445
B100577D,1977,10,5,10,27,46,-176.89,-29.01,56.0,5.4,0,GCMT_000446
B100577A,1977,10,5,14,15,24,-177.72,-18.58,573.0,5.6,0,GCMT_000447
B100577E,1977,10,5,18,4,11,117.38,-11.48,33.0,5.5,0,GCMT_000448
B100577F,1977,10,5,18,51,10,117.17,-11.19,33.0,5.6,0,GCMT_000449
B100777A,1977,10,7,4,45,43,117.33,-9.97,33.0,5.7,0,GCMT_000450
B100777B,1977,10,7,5,39,36,117.66,-10.08,33.0,5.6,0,GCMT_000451
C100777C,1977,10,7,12,10,43,117.32,-9.95,33.0,5.9,0,GCMT_000452
B100777D,1977,10,7,17,1,13,117.32,-9.93,33.0,5.6,0,GCMT_000453
B100777E,1977,10,7,17,36,46,117.26,-9.85,33.0,5.8,0,GCMT_000454
B100777F,1977,10,7,19,4,16,117.16,-10.01,33.0,5.7,0,GCMT_000455
B100777G,1977,10,7,21,36,11,117.29,-9.92,33.0,5.8,0,GCMT_000456
B100877A,1977,10,8,3,3,51,-74.66,-9.52,129.0,5.5,0,GCMT_000457
B100877B,1977,10,8,21,6,52,124.49,13.33,32.0,5.4,0,GCMT_000458
B100977A,1977,10,9,10,3,21,117.29,-9.93,33.0,5.6,0,GCMT_000459
B100977B,1977,10,9,16,57,4,117.51,-10.0,33.0,5.6,0,GCMT_000460
B100977C,1977,10,9,19,7,41,126.73,-7.26,339.0,5.4,0,GCMT_000461
C101077A,1977,10,10,11,53,53,-175.41,-25.86,33.0,6.6,0,GCMT_000462
B101277A,1977,10,12,1,22,9,119.38,-11.17,33.0,5.6,0,GCMT_000463
B101377A,1977,10,13,0,39,36,144.72,-54.52,33.0,5.3,0,GCMT_000464
B101377B,1977,10,13,11,32,9,93.35,23.48,61.0,5.2,0,GCMT_000465
B101477B,1977,10,14,4,55,34,-173.05,-15.72,33.0,5.9,0,GCMT_000466
B101477A,1977,10,14,12,29,13,167.41,-15.37,125.0,5.7,0,GCMT_000467
B101677A,1977,10,16,1,59,36,153.91,47.05,33.0,5.6,0,GCMT_000468
B101677B,1977,10,16,13,14,5,-176.85,-30.06,20.0,5.2,0,GCMT_000469
B101677C,1977,10,16,21,9,17,117.12,-9.73,33.0,5.6,0,GCMT_000470
B101777B,1977,10,17,10,41,9,126.89,-0.95,70.0,5.6,0,GCMT_000471
D101777A,1977,10,17,17,26,40,173.08,-27.91,33.0,6.3,0,GCMT_000472
B101877A,1977,10,18,23,24,39,-178.41,-18.04,603.0,5.3,0,GCMT_000473
B101977B,1977,10,19,2,21,40,-173.96,-20.75,33.0,5.3,0,GCMT_000474
B101977C,1977,10,19,6,35,10,54.88,27.79,33.0,5.6,0,GCMT_000475
B101977A,1977,10,19,22,39,34,121.61,22.61,158.0,5.5,0,GCMT_000476
B102077A,1977,10,20,5,40,5,154.09,47.15,44.0,5.4,0,GCMT_000477
B102077B,1977,10,20,8,18,7,164.13,56.43,40.0,5.2,0,GCMT_000478
B102277B,1977,10,22,1,23,27,-72.92,7.14,169.0,5.3,0,GCMT_000479
C102277A,1977,10,22,17,57,17,-62.97,-27.95,614.0,6.1,0,GCMT_000480
B102377A,1977,10,23,2,46,2,-179.4,-21.68,592.0,5.0,0,GCMT_000481
B102377B,1977,10,23,10,31,53,170.3,-21.49,89.0,5.6,0,GCMT_000482
B102477A,1977,10,24,18,43,42,172.19,-63.49,33.0,5.1,0,GCMT_000483
B102577A,1977,10,25,6,50,44,117.22,-9.69,33.0,5.6,0,GCMT_000484
B102677A,1977,10,26,2,20,35,-177.29,-15.57,33.0,4.8,0,GCMT_000485
B102677B,1977,10,26,11,20,16,-177.4,-15.55,41.0,5.0,0,GCMT_000486
B102677C,1977,10,26,15,10,58,178.33,51.15,33.0,5.6,0,GCMT_000487
B102777A,1977,10,27,12,31,11,-128.97,-55.31,33.0,5.1,0,GCMT_000488
B102977B,1977,10,29,8,5,6,154.7,-6.39,72.0,5.5,0,GCMT_000489
B102977A,1977,10,29,20,15,45,146.64,-6.22,106.0,5.9,0,GCMT_000490
B103077C,1977,10,30,1,50,59,118.73,-10.21,33.0,5.7,0,GCMT_000491
B103077A,1977,10,30,6,25,30,-178.57,-20.42,600.0,5.6,0,GCMT_000492
B103077B,1977,10,30,12,53,22,166.95,-14.87,103.0,5.6,0,GCMT_000493
B110277A,1977,11,2,10,48,51,-116.3,-49.74,33.0,5.0,0,GCMT_000494
B110277B,1977,11,2,14,47,57,-74.76,-10.08,48.0,5.5,0,GCMT_000495
B110377A,1977,11,3,2,22,54,23.97,42.11,6.0,5.2,0,GCMT_000496
C110477A,1977,11,4,9,52,55,-175.95,51.66,33.0,5.7,0,GCMT_000497
B110477B,1977,11,4,18,7,31,-175.56,51.43,33.0,5.4,0,GCMT_000498
B110577A,1977,11,5,6,2,57,161.0,-10.11,70.0,5.6,0,GCMT_000499
B110577B,1977,11,5,14,44,3,-175.55,51.54,33.0,5.3,0,GCMT_000500
B110677A,1977,11,6,2,39,35,159.81,53.55,67.0,5.2,0,GCMT_000501
B110777A,1977,11,7,8,24,32,144.98,15.28,256.0,5.4,0,GCMT_000502
B110777B,1977,11,7,22,57,15,156.09,-7.15,75.0,5.7,0,GCMT_000503
B110877A,1977,11,8,14,59,10,154.31,47.39,33.0,5.5,0,GCMT_000504
B111777A,1977,11,17,15,20,43,-27.86,-55.96,127.0,5.6,0,GCMT_000505
B111777B,1977,11,17,17,20,32,139.87,33.64,112.0,5.5,0,GCMT_000506
B111877A,1977,11,18,5,20,11,88.39,32.69,33.0,5.7,0,GCMT_000507
B111877B,1977,11,18,10,17,41,102.02,-4.35,33.0,5.5,0,GCMT_000508
B111977A,1977,11,19,0,42,46,-27.83,-56.03,141.0,5.5,0,GCMT_000509
B112177B,1977,11,21,2,50,3,-112.97,29.27,33.0,5.2,0,GCMT_000510
B112177C,1977,11,21,9,52,38,-179.89,-31.45,324.0,5.2,0,GCMT_000511
B112177A,1977,11,21,11,39,40,123.58,6.83,601.0,5.8,0,GCMT_000512
B112277A,1977,11,22,15,56,44,161.13,-10.23,92.0,5.9,0,GCMT_000513
B112277B,1977,11,22,21,15,52,-123.26,39.45,5.0,5.2,0,GCMT_000514
Z112377A,1977,11,23,9,26,24,-67.77,-31.03,13.0,6.3,0,GCMT_000515
B112377B,1977,11,23,16,55,20,-171.55,52.2,53.0,5.5,0,GCMT_000516
B112477A,1977,11,24,18,20,16,-67.63,-31.3,33.0,5.7,0,GCMT_000517
B112677A,1977,11,26,5,21,40,-178.12,-17.96,564.0,5.5,0,GCMT_000518
B112677B,1977,11,26,9,14,51,-174.4,-15.27,133.0,5.3,0,GCMT_000519
B112677C,1977,11,26,22,46,52,117.94,39.47,33.0,5.1,0,GCMT_000520
B112777B,1977,11,27,2,19,52,125.47,11.8,33.0,5.5,0,GCMT_000521
B112777C,1977,11,27,8,36,5,153.28,46.42,33.0,5.5,0,GCMT_000522
B112777D,1977,11,27,9,33,47,120.6,-0.83,65.0,5.5,0,GCMT_000523
B112777A,1977,11,27,12,40,15,-178.43,-20.48,558.0,5.6,0,GCMT_000524
B112777E,1977,11,27,15,5,6,-155.38,58.56,116.0,4.9,0,GCMT_000525
B112777F,1977,11,27,17,28,4,-90.65,-41.55,33.0,5.3,0,GCMT_000526
B112877A,1977,11,28,2,59,10,27.76,36.05,85.0,5.6,0,GCMT_000527
B112877B,1977,11,28,4,19,35,-67.75,-31.68,36.0,5.5,0,GCMT_000528
B112877C,1977,11,28,6,31,29,-67.43,-31.35,16.0,5.7,0,GCMT_000529
B113077A,1977,11,30,10,15,43,-178.42,-20.61,550.0,5.5,0,GCMT_000530
B120277A,1977,12,2,4,13,53,145.03,-5.03,66.0,5.7,0,GCMT_000531
B120277B,1977,12,2,12,57,10,159.71,52.93,15.0,5.8,0,GCMT_000532
B120377A,1977,12,3,13,41,20,95.89,3.51,41.0,5.8,0,GCMT_000533
B120477A,1977,12,4,5,50,35,-176.08,-23.89,56.0,5.6,0,GCMT_000534
B120577A,1977,12,5,14,13,52,-175.95,-23.92,33.0,5.5,0,GCMT_000535
B120577B,1977,12,5,15,43,27,-67.7,-30.97,32.0,5.4,0,GCMT_000536
B120677A,1977,12,6,17,5,6,-67.72,-31.17,19.0,5.9,0,GCMT_000537
B120677B,1977,12,6,17,52,35,118.26,-11.22,33.0,5.7,0,GCMT_000538
B120777A,1977,12,7,0,32,36,-67.39,-28.57,124.0,5.4,0,GCMT_000539
B120777B,1977,12,7,5,6,5,-11.89,-19.89,33.0,5.0,0,GCMT_000540
B120777C,1977,12,7,8,58,6,144.61,13.64,136.0,5.4,0,GCMT_000541
B120877A,1977,12,8,6,15,16,-175.6,-24.15,33.0,5.5,0,GCMT_000542
B120877B,1977,12,8,11,28,9,28.07,-51.87,33.0,5.1,0,GCMT_000543
B120977A,1977,12,9,14,37,44,129.34,-7.18,141.0,5.6,0,GCMT_000544
B121077A,1977,12,10,5,46,22,56.57,27.69,47.0,5.1,0,GCMT_000545
B121077B,1977,12,10,7,11,56,-67.64,-31.19,39.0,5.6,0,GCMT_000546
B121077C,1977,12,10,23,11,37,152.84,47.59,128.0,5.2,0,GCMT_000547
B121177A,1977,12,11,16,22,8,-69.56,9.52,18.0,5.6,0,GCMT_000548
Z121377A,1977,12,13,1,14,18,-54.85,17.36,33.0,5.7,0,GCMT_000549
B121377B,1977,12,13,14,27,16,124.09,-0.14,56.0,5.7,0,GCMT_000550
B121477B,1977,12,14,3,0,14,58.04,-33.79,33.0,5.6,0,GCMT_000551
B121477C,1977,12,14,8,47,51,125.29,10.0,223.0,5.3,0,GCMT_000552
B121477A,1977,12,14,18,52,34,-179.15,-21.1,659.0,5.6,0,GCMT_000553
B121577A,1977,12,15,23,20,53,34.91,-4.76,33.0,4.8,0,GCMT_000554
B121677A,1977,12,16,15,10,28,140.99,36.62,46.0,5.6,0,GCMT_000555
B121777A,1977,12,17,11,32,24,-170.1,52.23,44.0,5.0,0,GCMT_000556
B121777B,1977,12,17,16,3,0,-178.79,-21.05,602.0,5.1,0,GCMT_000557
B121777C,1977,12,17,17,27,27,-170.03,52.21,40.0,5.3,0,GCMT_000558
B121777D,1977,12,17,23,57,54,50.94,13.13,33.0,5.0,0,GCMT_000559
B121877A,1977,12,18,16,47,17,77.33,39.87,33.0,5.3,0,GCMT_000560
B121977A,1977,12,19,10,52,38,-176.44,51.19,53.0,5.1,0,GCMT_000561
B121977B,1977,12,19,23,34,34,56.47,30.95,31.0,5.4,0,GCMT_000562
B122077A,1977,12,20,8,50,38,153.02,48.59,140.0,5.8,0,GCMT_000563
C122177A,1977,12,21,1,0,32,143.11,25.51,33.0,6.2,0,GCMT_000564
B122177B,1977,12,21,16,39,33,159.8,52.93,33.0,5.5,0,GCMT_000565
B122177C,1977,12,21,21,15,1,126.72,-0.96,33.0,5.6,0,GCMT_000566
B122277A,1977,12,22,4,45,14,127.81,29.55,33.0,5.5,0,GCMT_000567
B122277B,1977,12,22,13,29,49,55.3,-34.42,33.0,5.7,0,GCMT_000568
B122377A,1977,12,23,11,15,44,-0.5,72.02,10.0,4.8,0,GCMT_000569
B122377B,1977,12,23,21,2,7,143.16,39.13,19.0,5.6,0,GCMT_000570
B122677A,1977,12,26,6,44,52,126.83,2.51,36.0,5.5,0,GCMT_000571
B122777A,1977,12,27,11,38,21,-178.63,-17.97,555.0,5.3,0,GCMT_000572
B122777B,1977,12,27,15,9,51,-153.7,60.39,175.0,5.1,0,GCMT_000573
C122877A,1977,12,28,2,45,36,40.28,16.66,33.0,5.9,0,GCMT_000574
B122877B,1977,12,28,20,32,40,-17.29,64.6,10.0,5.0,0,GCMT_000575
B122977A,1977,12,29,19,45,27,138.37,28.53,529.0,5.2,0,GCMT_000576
B123077B,1977,12,30,10,38,19,151.77,-5.07,68.0,5.9,0,GCMT_000577
B123077A,1977,12,30,17,35,8,15.42,40.0,283.0,5.6,0,GCMT_000578
C123177A,1977,12,31,7,53,18,-71.68,-15.3,158.0,5.9,0,GCMT_000579
B010278B,1978,1,2,6,31,27,44.24,41.54,10.0,5.3,0,GCMT_000580
B010278A,1978,1,2,8,27,40,-71.1,-38.14,126.0,5.5,0,GCMT_000581
B010478A,1978,1,4,14,52,9,-23.83,85.74,33.0,5.0,0,GCMT_000582
B010478B,1978,1,4,22,52,15,-84.13,9.51,68.0,5.0,0,GCMT_000583
B010578A,1978,1,5,3,23,26,-126.91,-20.83,33.0,5.5,0,GCMT_000584
B010678A,1978,1,6,4,41,22,121.9,18.79,33.0,5.8,0,GCMT_000585
B010878A,1978,1,8,6,31,52,34.27,-12.09,33.0,5.1,0,GCMT_000586
B011078A,1978,1,10,0,50,17,152.27,46.83,61.0,5.6,0,GCMT_000587
B011178A,1978,1,11,8,10,12,138.75,29.97,410.0,5.3,0,GCMT_000588
B011278A,1978,1,12,18,5,3,-172.12,-17.53,23.0,5.2,0,GCMT_000589
B011378A,1978,1,13,20,3,3,149.7,44.69,52.0,6.0,0,GCMT_000590
D011478B,1978,1,14,3,24,39,139.26,34.81,14.0,6.2,0,GCMT_000591
B011478A,1978,1,14,9,3,16,149.69,44.46,51.0,5.4,0,GCMT_000592
B011478C,1978,1,14,13,49,42,126.42,1.67,45.0,5.5,0,GCMT_000593
B011478D,1978,1,14,15,20,54,-177.49,-30.12,44.0,5.8,0,GCMT_000594
B011478E,1978,1,14,22,31,46,138.8,34.8,10.0,5.5,0,GCMT_000595
B011578A,1978,1,15,6,56,34,-177.55,-30.21,17.0,5.6,0,GCMT_000596
B011678A,1978,1,16,3,20,5,70.72,36.39,221.0,5.3,0,GCMT_000597
B011778A,1978,1,17,11,33,14,-67.87,-31.29,24.0,5.8,0,GCMT_000598
B011778B,1978,1,17,15,0,27,40.26,16.52,10.0,5.2,0,GCMT_000599
B012078B,1978,1,20,0,24,26,159.48,-9.79,73.0,5.5,0,GCMT_000600
B012078A,1978,1,20,4,42,57,-70.19,-34.28,132.0,5.7,0,GCMT_000601
B012078C,1978,1,20,21,31,16,123.36,-4.17,51.0,5.8,0,GCMT_000602
B012178A,1978,1,21,8,19,30,-72.38,6.38,41.0,5.1,0,GCMT_000603
B012278A,1978,1,22,21,19,42,-73.66,-16.13,49.0,5.4,0,GCMT_000604
B012478A,1978,1,24,5,54,23,149.72,44.73,56.0,5.7,0,GCMT_000605
B012478B,1978,1,24,15,32,24,148.87,-5.98,98.0,5.7,0,GCMT_000606
B012478C,1978,1,24,21,37,49,165.76,-62.45,33.0,5.2,0,GCMT_000607
B012578B,1978,1,25,9,37,13,121.64,-8.13,182.0,5.3,0,GCMT_000608
C012578A,1978,1,25,23,18,56,151.68,-5.34,44.0,6.1,0,GCMT_000609
B012678A,1978,1,26,21,49,31,145.03,-5.4,68.0,5.5,0,GCMT_000610
B012778A,1978,1,27,7,22,8,144.82,13.46,41.0,5.2,0,GCMT_000611
C012878A,1978,1,28,19,36,38,-177.3,-25.92,102.0,6.0,0,GCMT_000612
B012978A,1978,1,29,2,5,1,149.15,45.97,146.0,5.5,0,GCMT_000613
B012978B,1978,1,29,5,0,42,-177.23,-29.84,45.0,5.3,0,GCMT_000614
B012978C,1978,1,29,14,17,30,152.81,-4.22,20.0,5.7,0,GCMT_000615
B012978D,1978,1,29,21,34,1,-175.43,-24.85,39.0,5.6,0,GCMT_000616
B013078A,1978,1,30,6,51,13,-177.22,-29.78,39.0,5.6,0,GCMT_000617
B013178A,1978,1,31,2,17,12,-27.4,-56.12,132.0,5.5,0,GCMT_000618
B020178A,1978,2,1,18,5,35,0.82,79.9,33.0,5.2,0,GCMT_000619
